Tweets,Fecha,urls,medios
"Cristina Kirchner viajó a Cuba: ""La salud de mi hija fue devastada, no puede permanecer sentada ni de pie"" https://t.co/1lxKBMFZZm",Thu Mar 14 11:29:18 +0000 2019,https://ift.tt/2CilWjQ,False
"CFK viajó a Cuba para acompañar a su hija: “Su salud fue devastada, no puede permanecer sentada ni de pie”  https://t.co/lkwwWYf8jX",Thu Mar 14 11:27:50 +0000 2019,http://diariotextual.com/inicio/index.php/2019/03/14/cfk-viajo-cuba-acompanar-hija-salud-fue-devastada-no-puede-permanecer-sentada-pie/,False
@CFKArgentina Tu hija no puede estar ni parada ni sentada xq estuvo mucho tiempo acostada...sin hacer nada. A LLORAR A LA IGLESIA LAKRA!!!,Thu Mar 14 11:27:46 +0000 2019,,False
"@RubeaDeSol Cristina dijo que la hija no podía estar de pié o sentada por tiempos prolongados...
Ni idea cuál será la enfermedad 🤔",Thu Mar 14 11:40:04 +0000 2019,,False
"Cristina Kirchner explicó que Florcita por motivos de salud ""no puede permanecer sentada ni de pie"" .

Que se acues… https://t.co/l72VaezaU3",Thu Mar 14 11:44:55 +0000 2019,https://twitter.com/i/web/status/1106159267080486912,False
"https://t.co/dlxXgNqDhc La salud de mí hija fue devastada, no puede permanecer sentada ni de pie.
Ese es el motivo de su viaje a Cuba.",Thu Mar 14 11:55:18 +0000 2019,https://www.infobae.com/politica/2019/03/14/con-un-video-en-redes-cristina-kirchner-explico-los-motivos-de-su-viaje-a-cuba-la-salud-de-mi-hija-fue-devastada-no-puede-permanecer-sentada-ni-de-pie/?outputType=amp-,False
"Cristina Kirchner en Cuba: ""La salud de mi hija fue devastada, no puede permanecer sentada ni de pie"" https://t.co/O58IdNpRdD",Thu Mar 14 12:00:17 +0000 2019,https://www.youtube.com/watch?v=jphd0mw70bs&feature=youtu.be,False
"Cristina Kirchner en Cuba: ""La salud de mi hija fue devastada, no puede permanecer sentada ni de pie"" https://t.co/rPIGHYjYJ9",Thu Mar 14 11:59:34 +0000 2019,https://www.youtube.com/watch?v=jphd0mw70bs&feature=youtu.be,False
"@CFKArgentina Si no puede estar ni sentada ni parada, porq no la trasladan en un avión sanitario acostada?",Thu Mar 14 12:04:51 +0000 2019,,False
"LaNación | Cristina Kirchner sobre la salud de Florencia: ""No puede permanecer sentada ni de pie por períodos prolo… https://t.co/TLo0ZYpFFR",Thu Mar 14 12:07:08 +0000 2019,https://twitter.com/i/web/status/1106164860629340160,False
"Cristina Kirchner sobre la salud de Florencia: ""No puede permanecer sentada ni de pie por períodos prolongados de t… https://t.co/N0qR2Ahn82",Thu Mar 14 12:15:45 +0000 2019,https://twitter.com/i/web/status/1106167025397841921,False
"Cristina Kirchner viajó a Cuba: ""La salud de mi hija fue devastada, no puede permanecer sentada ni de pie""… https://t.co/r7jr2fS7kA",Thu Mar 14 12:20:32 +0000 2019,https://twitter.com/i/web/status/1106168231750963200,False
"Cristina Kirchner sobre la salud de Florencia: ""No puede permanecer sentada ni de pie por períodos... https://t.co/IdGktISyV2",Thu Mar 14 12:19:01 +0000 2019,https://www.radiodogo.com/politica/761102/,False
"Dice Cristina que el tucan no puede estar sentada ni parada, que se quede acostada entonces 😜 #FuerzaFlor",Thu Mar 14 12:30:33 +0000 2019,,False
"CFK viajó a Cuba para acompañar a su hija: “Su salud fue devastada, no puede permanecer sentada ni de pie” https://t.co/PA1y092Pl1",Thu Mar 14 12:33:40 +0000 2019,http://cadenaenergy.com.ar/cfk-viajo-a-cuba-para-acompanar-a-su-hija-su-salud-fue-devastada-no-puede-permanecer-sentada-ni-de-pie/,False
"Cristina publicó un video sobre la salud de Florencia: ""No puede estar sentada ni de pie por largo tiempo"" https://t.co/z3b0Eorqmg",Thu Mar 14 12:33:12 +0000 2019,https://ift.tt/2UE1MYM,False
En un video contó que Florencia no puede permanecer de pie ni sentada por mucho tiempo. Aseguró que es producto de… https://t.co/7IkvENms0J,Thu Mar 14 12:34:56 +0000 2019,https://twitter.com/i/web/status/1106171855805837312,False
@CFKArgentina Que enfermedad extraña y oportuna: no puede volver a la Argentina porq no puede estar mucho tiempo sentada ni parada.,Thu Mar 14 12:43:36 +0000 2019,,False
"@perfilcom @CFKArgentina Dice que ""no puede estar parada ni sentada"".Pero si toda su vida estuvo así.!!!¿Cuál es la enfermedad?.",Thu Mar 14 12:42:45 +0000 2019,,False
"[Cristina Kirchner] ""Mi hija no puede permanecer sentada ni de pie por períodos prolongados de tiempo"".

Y, calcula… https://t.co/57XZnP9CRo",Thu Mar 14 12:50:08 +0000 2019,https://twitter.com/i/web/status/1106175678343467010,False
"Padece de q no puede estar sentada ni parada 🤔🙄
Es tan extraña la enfermedad de Florencia Kirchner q ni en Cuba tiene nombre.",Thu Mar 14 12:54:29 +0000 2019,,False
"#Cristina: Cristina Kirchner sobre la salud de Florencia: ""No puede permanecer sentada ni de pie por períodos prolo… https://t.co/a2PwkvrdRv",Thu Mar 14 13:00:00 +0000 2019,https://twitter.com/i/web/status/1106178162159964160,False
"Florencia Kirchner con problemas de salud. ""No puede estar sentada ni de pie por un largo tiempo"" https://t.co/4d8U2EVZAQ",Thu Mar 14 13:30:16 +0000 2019,https://www.rionoticiasok.com/7536-florencia-kirchner-con-problemas-de-salud-no-puede-estar-sentada-ni-de-pie-por-un-largo-tiempo/,False
"#RT @RioNoticiasOK: Florencia Kirchner con problemas de salud. ""No puede estar sentada ni de pie por un largo tiemp… https://t.co/qmxaojLG14",Thu Mar 14 14:20:23 +0000 2019,https://twitter.com/i/web/status/1106198392571600896,False
"PODRÍA VOLVER EN BARCO

no puede permanecer sentada ni de pie por períodos prolongados de tiempo
 https://t.co/e4OTy8m0HS",Thu Mar 14 14:33:00 +0000 2019,https://www.infobae.com/politica/2019/03/14/con-un-video-en-redes-cristina-kirchner-explico-los-motivos-de-su-viaje-a-cuba-la-salud-de-mi-hija-fue-devastada-no-puede-permanecer-sentada-ni-de-pie/,False
"Florencia Kirchner no puede permanecer sentada ni de pie por períodos prolongados de tiempo.

Todos los Kirchnerist… https://t.co/9VQJ69uY3P",Thu Mar 14 14:42:27 +0000 2019,https://twitter.com/i/web/status/1106203943422574592,False
"#RT @RioNoticiasOK: Florencia Kirchner con problemas de salud. ""No puede estar sentada ni de pie por un largo tiemp… https://t.co/ww71jclaz0",Thu Mar 14 14:41:41 +0000 2019,https://twitter.com/i/web/status/1106203753202548737,False
"Cristina publicó un video sobre la salud de Florencia: ""No puede estar sentada ni de pie por largo t https://t.co/ZDxpzOHDsK",Thu Mar 14 14:47:56 +0000 2019,https://telefenoticias.com.ar/politica/cristina-publico-un-video-sobre-la-salud-de-florencia-no-puede-estar-sentada-ni-de-pie-por-largo-tiempo/,False
Cristina dijo que su hija Florencia K no puede estar sentada ni parada por mucho tiempo. Alguien le avisó que puede… https://t.co/XD7BfsFo7z,Thu Mar 14 15:24:41 +0000 2019,https://twitter.com/i/web/status/1106214572732674053,False
"FLOPI, no pudo volver de Cuba, pq su estado no le permite estar sentada, ni parada, periodos prolongados. Ergo no p… https://t.co/fnZWPYboa8",Thu Mar 14 15:39:31 +0000 2019,https://twitter.com/i/web/status/1106218308024627200,False
"¿""No puede estar ni sentada ni parada por prolongados períodos de tiempo""...?

Me late que #NosAcostaron.… https://t.co/BznTD1Ia3C",Thu Mar 14 15:55:17 +0000 2019,https://twitter.com/i/web/status/1106222273906786304,False
Massa desde las elecciones no puede permanecer sentado ni de pie por periodos prolongados de tiempo.,Thu Mar 14 16:01:51 +0000 2019,,False
"Cristina Kirchner sobre la salud de Florencia: ""No puede permanecer sentada ni de pie por períodos prolongados de t… https://t.co/Wu4yDLxthK",Thu Mar 14 16:14:07 +0000 2019,https://twitter.com/i/web/status/1106227015814955013,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo: https://t.co/aA7Pmz1L4m vía @SputnikMundo",Thu Mar 14 16:58:44 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo

https://t.co/68OWk24Q69",Thu Mar 14 17:21:43 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo: https://t.co/QhkWQitfjX vía @SputnikMundo",Thu Mar 14 17:27:27 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/?utm_source=push&utm_medium=browser_notification&utm_campaign=sputnik_inter_es,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo https://t.co/IcrFD7N8KH",Thu Mar 14 17:34:20 +0000 2019,https://ift.tt/2FblR3g,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo: https://t.co/Z1ts6OB9pN vía @SputnikMundo",Thu Mar 14 17:46:29 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/?utm_source=push&utm_medium=browser_notification&utm_campaign=sputnik_inter_es,False
"CFK: ""La salud de mi hija fue devastada, no puede estar sentada ni de pie. No puede viajar en Avion""",Thu Mar 14 18:00:40 +0000 2019,,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo: https://t.co/P2isoqVIyI vía @SputnikMundo",Thu Mar 14 18:00:35 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/?utm_source=push&utm_medium=browser_notification&utm_campaign=sputnik_inter_es,False
"Cristina explicó los motivos de su viaje a Cuba: ""La salud de mi hija fue devastada, no puede permanecer sentada ni… https://t.co/zyp6qb8dV7",Thu Mar 14 20:01:41 +0000 2019,https://twitter.com/i/web/status/1106284284518768641,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo: https://t.co/aXxOK5tvup vía @SputnikMundo",Thu Mar 14 20:53:13 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/,False
CFK dice que su hija no puede pasar largos períodos de tiempo sentada..y claro...los juicios son largos...llevan horas...😉,Thu Mar 14 21:48:07 +0000 2019,,False
"Y COMO, HARÁ ?
""No puede estar parada ni sentada""
Cfk",Thu Mar 14 22:24:01 +0000 2019,,False
"@CFKArgentina ""no puede estar ni sentada ni parada,que es doctor""
-Es que esta en una NUBE DE PEDOS CRIS",Thu Mar 14 22:39:49 +0000 2019,,False
@CFKArgentina Che y cual es esa enfermedad? Lo unico que dijo es que no se puede quedar mucho tiempo ni sentada ni parada????  Que seria?,Fri Mar 15 03:17:49 +0000 2019,,False
@CFKArgentina Si no puede estarnparada no sentada que vuelva acostada!!,Fri Mar 15 05:06:32 +0000 2019,,False
"CFK: ""No puede estar parada ni sentada mucho tiempo""
.......
Y si prueba acostada??? https://t.co/raniCSY7TX",Fri Mar 15 09:56:08 +0000 2019,,False
"Cristina Fernández: mi hija ""no puede permanecer sentada ni de pie"" por largo tiempo: https://t.co/JOWz0Yubxj vía @SputnikMundo",Fri Mar 15 11:53:39 +0000 2019,https://mundo.sputniknews.com/america-latina/201903141086074539-cristina-kirchner-hija-florencia-enferma-cuba/,False
"Ahora, Florencia, nos cuenta Cristina, “no puede permanecer sentada ni de pie por períodos prolongados de tiempo”.… https://t.co/z7xJAgSQHv",Sat Mar 16 11:16:42 +0000 2019,https://twitter.com/i/web/status/1106876942706491393,False
Macri no resiste archivos. Basta. Esperar más...para que? Accionar ya el Juicio político.,Mon Mar 18 10:47:01 +0000 2019,,False
Florencia Kirchner no puede caminar ni estar parada ni sentada mucho tiempo pero... oh sorpresa en Cuba esta en un tratamiento ambulatorio.,Thu Mar 21 19:21:40 +0000 2019,,False
ésto de reposar y tener que estar acostada implica mirar tv casi las 24 hs del dia ..De paso informarme jaa !  #mirandoElNoti 📺,Fri Mar 15 22:33:53 +0000 2019,,False
No volverá jamás el tiempo que pasó,Sat Mar 16 06:02:29 +0000 2019,,False
"–Negó lentamente y se sentó en el suelo, escondiendo su rostro entre las piernas.–

Paso.",Sat Mar 16 15:15:29 +0000 2019,,False
A este paso me quedare acostada,Sun Mar 17 01:46:34 +0000 2019,,False
Se pasó un mes volando🤯,Sun Mar 17 16:04:45 +0000 2019,,False
"Hace dos días que me la paso acostada,maldito reposo ya ni aguanto más 🤦🏽‍♀️💔necesito ir a una plaza aunque sea",Sun Mar 17 17:05:43 +0000 2019,,False
"A veces uno se sienta en una postura que encuentra cómoda, pasa largo tiempo sin moverse y cuando decide dar el pri… https://t.co/lBY1bx7oRn",Sun Mar 17 20:57:17 +0000 2019,https://twitter.com/i/web/status/1107385439596494851,False
Aunque ahora me la paso sentada en sillas,Mon Mar 18 00:50:29 +0000 2019,,False
@dcntrstmcbrain Que te quedases. Y de ahí seguimos hablando hasta que pasó.,Mon Mar 18 02:26:22 +0000 2019,,False
"Pudo haber sido peor, por suerte no pasó más tiempo 💆🏻‍♂️",Mon Mar 18 07:14:44 +0000 2019,,False
Otra vez deje de salir y paso acostada 😔,Mon Mar 18 07:10:14 +0000 2019,,False
Volvieron los días en que me pasó encerrada sin hablar con nadie,Mon Mar 18 21:27:24 +0000 2019,,False
Paso Durmiendo Para No Sentirme Mal🙄,Tue Mar 19 00:42:41 +0000 2019,,False
"Ray:""oye, no vayas a sentarte en el sofá""

¿Por qué no?

Ray:""no quieres saber lo que pasó ahí""",Tue Mar 19 00:49:39 +0000 2019,,False
A este paso no vamos a dormir en toda la semana😂,Tue Mar 19 03:30:19 +0000 2019,,False
Me la paso encerrada,Tue Mar 19 04:18:47 +0000 2019,,False
Mis últimos días de vacaciones las paso postrada en una cama siempre,Tue Mar 19 05:06:00 +0000 2019,,False
@basubte ¿Por cuanto tiempo? ¿Que pasó?,Tue Mar 19 12:22:09 +0000 2019,,False
Hasta que se durmió profundo y pude pasarlo al sillón pasó como media hora 🤦🏼‍♀️,Tue Mar 19 13:48:23 +0000 2019,,False
@notasdeactual Y de paso podría contarnos como hizo para no ver ni oir nada durante el gobierno en que estuvo con su jefa,Tue Mar 19 21:35:33 +0000 2019,,False
"-No sé cuánto tiempo pasó en realidad hasta que volví al lugar en el que había estado, pues estaría en observación… https://t.co/pCvefwzJXn",Wed Mar 20 00:11:57 +0000 2019,https://twitter.com/i/web/status/1108159202047021056,False
"🌼A veces hay que retirarse, dar unos cuantos pasos hacia atrás y respirar.
Ni física ni emocionalmente paso por el… https://t.co/N682QZyDeZ",Wed Mar 20 11:09:20 +0000 2019,https://twitter.com/i/web/status/1108324638399098881,False
"no puedo seguir atada a algo que ya paso un año aprox, q bronca",Wed Mar 20 13:41:06 +0000 2019,,False
Si paso un minuto más sentada acá entro en depresión y no salgo más,Wed Mar 20 16:16:23 +0000 2019,,False
"RESERVAS Y ESPERA
Callaré y esperaré vigilante el paso de un tiempo para opinar en base a mayores elementos....: me siento pensativo",Thu Mar 21 02:44:41 +0000 2019,,False
"@WhoEvnisGalileo -Asintió y miró el suelo durante un momento, luego se apartó de la puerta, dejándole paso-

Ten cuidado, por favor.",Thu Mar 21 20:16:43 +0000 2019,,False
"""por unos días"" y ya pasó un mes 🤡🤡",Fri Mar 22 01:30:01 +0000 2019,,False
-Se va a quedar dormida allí en medio a ese paso.-,Fri Mar 22 02:01:43 +0000 2019,,False
"Wn no puedo empezar a estuadiar a esta hora siempre, a este paso voy a colapsar luego",Fri Mar 22 03:23:22 +0000 2019,,False
Me la pasó muy inactivo.,Fri Mar 22 04:38:49 +0000 2019,,False
"Yo no sé que hace Dick en éstos días.
Estuve afuera, descansando luego de todo lo que pasó.",Fri Mar 22 18:36:10 +0000 2019,,False
"Apenas pudo despertar, dará un paso tranquilamente.",Fri Mar 22 19:41:02 +0000 2019,,False
Las tardes enteras que paso encerrada en mi habitación!! No veo la hora de rendir 😥,Fri Mar 22 21:38:50 +0000 2019,,False
"Tembló, y nada pasó...",Sat Mar 23 19:53:51 +0000 2019,,False
me voy a quedar dormida de pie a este paso.,Sun Mar 24 01:35:39 +0000 2019,,False
"Estoy obstinada de estar sin electricidad,  estoy cansada. Creo que no descanso paso todas las noches sin luz",Sun Mar 24 02:11:59 +0000 2019,,False
"supo qué hacer, se estaba volviendo loca. Por lo que se quedó allí, sentada en el suelo, con el recuerdo de su herm… https://t.co/S7eKyZk4bP",Sun Mar 24 18:25:13 +0000 2019,https://twitter.com/i/web/status/1109883883196014592,False
Me gustaría dormir unos 30 min pero se que me ire de paso y me voy a quedar dormidota mas tiempo 😥,Mon Mar 25 01:03:36 +0000 2019,,False
No pasó ni un mes d clases y ya me quede dormida okkkk,Mon Mar 25 10:15:28 +0000 2019,,False
"EL PASO DE NIVEL DE CAMINO GRAL BELGRANO ESTARÁ CERRADO POR RENOVACIÓN 
Será por un plazo de 60 días. Se les inform… https://t.co/DiNx972uo7",Mon Mar 25 17:21:44 +0000 2019,https://twitter.com/i/web/status/1110230294785912833,False
"Hoy fui a la kinesiologa, y me dijo que haga más reposo, ósea YA PASO UNA SEMANA, cuanto más tengo que esperar para recuperarme?😭",Mon Mar 25 21:49:58 +0000 2019,,False
Perdi la cuenta de las hs que paso encerrada en mi habitación,Mon Mar 25 23:58:50 +0000 2019,,False
"No me alcanza el tiempo para nada, me la paso descansando.",Tue Mar 26 08:01:04 +0000 2019,,False
m voy a tener q quedar despierta porq sino paso d largo,Tue Mar 26 08:44:39 +0000 2019,,False
"Ya es el segundo día donde paso acostada sin ver la luz del día, no sé si el reposo es para evitar estar internada… https://t.co/OXPHBw3Hn0",Tue Mar 26 13:27:43 +0000 2019,https://twitter.com/i/web/status/1110533790890373126,False
"Esa sensación de pesadez, cansancio mental y físico aún sin hacer nada.Solo por el paso del tiempo cuando no estás agusto. Es de lo peor",Tue Mar 26 23:11:21 +0000 2019,,False
"@pequemosa1 😂 😂 😂 😂 Y que trate de no respirar, cualquier paso en falso seria su muerte 💀,😂😂😂",Wed Mar 27 00:11:41 +0000 2019,,False
Y así pasó un día más esperando. Me resignaré 🤷🏻‍♂️,Wed Mar 27 00:20:30 +0000 2019,,False
No puedo me iré a tomar una siesta de uns hora o de hoy no paso,Mon Mar 04 19:30:51 +0000 2019,,False
me paso todo el día encerrada,Tue Mar 05 00:55:05 +0000 2019,,False
Ahora no voy a dormir tranquila hasta que me olvide de lo que paso anoche. Van a pasar varias noches,Tue Mar 05 12:56:10 +0000 2019,,False
"La espera cuando dormia fue eterna, pero de todas maneras no paso nada",Tue Mar 05 15:01:53 +0000 2019,,False
"estoy muy cansada, me voy a incomunicarme, paso ya, nivel estrés extremo",Tue Mar 05 15:57:55 +0000 2019,,False
Creo qué paso mucho tiempo encerrada 😏,Tue Mar 05 18:15:54 +0000 2019,,False
"me voy a pasar todo el día acostada, no voy hacer una mierda y esta noche seguro paso de largo",Tue Mar 05 20:28:02 +0000 2019,,False
Estoy sentada en el patio porque tengo tanto calor que no quiero hacer ni un paso más,Tue Mar 05 20:47:21 +0000 2019,,False
Me la paso encerrada y durmiendo,Tue Mar 05 20:58:26 +0000 2019,,False
Pasó otra noche más haciendo de todo para no hablarte 😫,Wed Mar 06 03:28:26 +0000 2019,,False
se pasó la noche,Wed Mar 06 10:49:31 +0000 2019,,False
Ya pasó un año de la operación y todavía me es doloroso acostarme boca arriba mucho tiempo...,Wed Mar 06 13:09:48 +0000 2019,,False
Y así pasó un mes.,Wed Mar 06 15:52:15 +0000 2019,,False
Me la paso encerrada,Wed Mar 06 19:52:53 +0000 2019,,False
No quiero q empiezen las clases osea paso todo el dia acostada sin hacer nada y voy ah pasar al liceo sentada sin hacer nada,Thu Mar 07 05:53:45 +0000 2019,,False
NI 10 MINUTOS DURÓ GENTE ENSERIO YA TERMINÓ NOS FUMAMOS 2 HORAS DE PROGRAMA Y ENCIMA NI PASÓ NADIE DE LATAM VOY A REIR PARA NO LLORAR AHRE,Thu Mar 07 08:28:59 +0000 2019,,False
"Estaría necesitando descanso por el finde XL que pasó,  creo que no descanse ni un poquito",Thu Mar 07 11:23:14 +0000 2019,,False
Paso ó paso esa materia así no duerma en tres días!!,Thu Mar 07 16:47:15 +0000 2019,,False
No puedo estar en un lugar tranquilamente sentada porque me la paso viboreando a todas las mujeres 😂,Thu Mar 07 17:20:08 +0000 2019,,False
Jajajajaja ni mas de una semana paso,Fri Mar 08 04:16:46 +0000 2019,,False
"Pasó una semana ya, no creo aguantar más 😔",Fri Mar 08 05:13:07 +0000 2019,,False
"Todavía sin poder comunicarme con mi familia...esto no puede seguir así, a un paso TAN lento...esta gente debe irse ¡YA!",Fri Mar 08 17:50:38 +0000 2019,,False
Qué pesadilla. No puedo creer todo esto. Estoy leyendo las noticias de lo que pasó... Más de 30h completamente incomunicada.,Sat Mar 09 01:35:47 +0000 2019,,False
Me la paso encerrada...,Sat Mar 09 21:11:26 +0000 2019,,False
Hoy paso acostado todo el dia,Sun Mar 10 13:48:59 +0000 2019,,False
Ni una hora pasó..laaa que será largo,Sun Mar 10 17:47:05 +0000 2019,,False
"Decidí tomarme un tiempo para descansar, y paso más estresada que cuando estaba trabajando.",Mon Mar 11 00:48:38 +0000 2019,,False
"HOY YA NO TRABAJO, déjenme descansar. ya pasó la expo pero sigo ocupada TAT",Mon Mar 11 01:11:50 +0000 2019,,False
Ni una hora paso,Mon Mar 11 01:27:20 +0000 2019,,False
Pasó cansada,Mon Mar 11 02:17:07 +0000 2019,,False
Pasó de aguantar más sin decir nada,Tue Mar 12 13:23:21 +0000 2019,,False
no aguanto más a mis compañeros y no pasó ni una semana,Tue Mar 12 14:25:04 +0000 2019,,False
Voy a intentar dormir una siesta porque estoy cansada fisica-emocional-mentalmente y eso que no paso ni medio dia,Tue Mar 12 17:39:04 +0000 2019,,False
Me la pasó todo el día tirada en la cama o en el sillón nunca haciendo algo productivo,Tue Mar 12 18:06:28 +0000 2019,,False
"La depresion que cargo que me la paso todo el día encerrada, acostada",Wed Mar 13 21:02:49 +0000 2019,,False
@cartasegipcias Asi es mantenernos de pie ni un paso atras,Wed Mar 13 22:30:42 +0000 2019,,False
No me había dado cuenta de CUÁNTO TIEMPO PASO EN INSTA,Thu Mar 14 00:40:27 +0000 2019,,False
"Durante unos instantes, reinó un ligero silencio, como una alusión al paso del tiempo.",Thu Mar 14 02:05:09 +0000 2019,,False
Pasó casi todo el día fuera para evitar pensar,Thu Mar 14 05:04:33 +0000 2019,,False
A este paso de lo estresada que estoy me voy a quedar CALVA,Thu Mar 14 06:24:15 +0000 2019,,False
"Me dormí 1 hora en el sillón y paso de todo, Ri se ve tan agotado, como dije ayer espero que no se deje Indira solo 😞",Thu Mar 14 06:22:06 +0000 2019,,False
